"Plot Title: 20827226"
"#","Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 20827226, SEN S/N: 20827226)","Temp, °C (LGR S/N: 20827226, SEN S/N: 20827226)","Coupler Detached (LGR S/N: 20827226)","Coupler Attached (LGR S/N: 20827226)","Host Connected (LGR S/N: 20827226)","Stopped (LGR S/N: 20827226)","End Of File (LGR S/N: 20827226)"
2758,21/12/20 07:22:44  AM,12.36,5.96,,,,,
2759,21/12/20 07:37:44  AM,12.32,6.02,,,,,
2760,21/12/20 07:52:44  AM,12.30,6.06,,,,,
2761,21/12/20 08:07:44  AM,12.28,6.06,,,,,
2762,21/12/20 08:22:44  AM,12.29,6.00,,,,,
2763,21/12/20 08:37:44  AM,12.29,6.04,,,,,
2764,21/12/20 08:52:44  AM,12.30,6.04,,,,,
2765,21/12/20 09:07:44  AM,12.29,6.08,,,,,
2766,21/12/20 09:22:44  AM,12.26,6.10,,,,,
2767,21/12/20 09:37:44  AM,12.26,6.06,,,,,
2768,21/12/20 09:52:44  AM,12.28,6.04,,,,,
2769,21/12/20 10:07:44  AM,12.29,6.06,,,,,
2770,21/12/20 10:22:44  AM,12.28,6.08,,,,,
2771,21/12/20 10:37:44  AM,12.25,6.14,,,,,
2772,21/12/20 10:52:44  AM,12.25,6.16,,,,,
2773,21/12/20 11:07:44  AM,12.24,6.20,,,,,
2774,21/12/20 11:22:44  AM,12.23,6.16,,,,,
2775,21/12/20 11:37:44  AM,12.24,6.16,,,,,
2776,21/12/20 11:52:44  AM,12.29,6.20,,,,,
2777,21/12/20 12:07:44  PM,12.27,6.06,,,,,
2778,21/12/20 12:22:44  PM,12.27,6.02,,,,,
2779,21/12/20 12:37:44  PM,12.31,5.92,,,,,
2780,21/12/20 12:52:44  PM,12.31,5.90,,,,,
2781,21/12/20 01:07:44  PM,12.31,5.94,,,,,
2782,21/12/20 01:22:44  PM,12.29,6.06,,,,,
2783,21/12/20 01:37:44  PM,12.24,6.18,,,,,
2784,21/12/20 01:52:44  PM,12.23,6.20,,,,,
2785,21/12/20 02:07:44  PM,12.20,6.18,,,,,
2786,21/12/20 02:22:44  PM,12.22,6.14,,,,,
2787,21/12/20 02:37:44  PM,12.24,6.08,,,,,
2788,21/12/20 02:52:44  PM,12.25,6.06,,,,,
2789,21/12/20 03:07:44  PM,12.24,6.04,,,,,
2790,21/12/20 03:22:44  PM,12.25,6.00,,,,,
2791,21/12/20 03:37:44  PM,12.25,5.98,,,,,
2792,21/12/20 03:52:44  PM,12.26,5.96,,,,,
2793,21/12/20 04:07:44  PM,12.26,5.96,,,,,
2794,21/12/20 04:22:44  PM,12.26,5.96,,,,,
2795,21/12/20 04:37:44  PM,12.27,5.94,,,,,
2796,21/12/20 04:52:44  PM,12.28,5.94,,,,,
2797,21/12/20 05:07:44  PM,12.23,5.98,,,,,
2798,21/12/20 05:22:44  PM,12.22,6.02,,,,,
2799,21/12/20 05:37:44  PM,12.22,6.06,,,,,
2800,21/12/20 05:52:44  PM,12.22,6.04,,,,,
2801,21/12/20 06:07:44  PM,12.29,6.08,,,,,
2802,21/12/20 06:22:44  PM,12.25,6.04,,,,,
2803,21/12/20 06:37:44  PM,12.22,6.04,,,,,
2804,21/12/20 06:52:44  PM,12.23,6.02,,,,,
2805,21/12/20 07:07:44  PM,12.24,6.02,,,,,
2806,21/12/20 07:22:44  PM,12.24,6.00,,,,,
2807,21/12/20 07:37:44  PM,12.27,5.96,,,,,
2808,21/12/20 07:52:44  PM,12.31,5.90,,,,,
2809,21/12/20 08:07:44  PM,12.33,5.88,,,,,
2810,21/12/20 08:22:44  PM,12.33,5.86,,,,,
2811,21/12/20 08:37:44  PM,12.35,5.84,,,,,
2812,21/12/20 08:52:44  PM,12.36,5.82,,,,,
2813,21/12/20 09:07:44  PM,12.38,5.78,,,,,
2814,21/12/20 09:22:44  PM,12.39,5.74,,,,,
2815,21/12/20 09:37:44  PM,12.44,5.66,,,,,
2816,21/12/20 09:52:44  PM,12.45,5.62,,,,,
2817,21/12/20 10:07:44  PM,12.46,5.60,,,,,
2818,21/12/20 10:22:44  PM,12.47,5.58,,,,,
2819,21/12/20 10:37:44  PM,12.44,5.62,,,,,
2820,21/12/20 10:52:44  PM,12.43,5.64,,,,,
2821,21/12/20 11:07:44  PM,12.42,5.64,,,,,
2822,21/12/20 11:22:44  PM,12.43,5.62,,,,,
2823,21/12/20 11:37:44  PM,12.42,5.64,,,,,
2824,21/12/20 11:52:44  PM,12.41,5.64,,,,,
2825,21/12/21 12:07:44  AM,12.43,5.60,,,,,
2826,21/12/21 12:22:44  AM,12.42,5.62,,,,,
2827,21/12/21 12:37:44  AM,12.40,5.70,,,,,
2828,21/12/21 12:52:44  AM,12.39,5.72,,,,,
2829,21/12/21 01:07:44  AM,12.39,5.68,,,,,
2830,21/12/21 01:22:44  AM,12.41,5.72,,,,,
2831,21/12/21 01:37:44  AM,12.39,5.76,,,,,
2832,21/12/21 01:52:44  AM,12.38,5.78,,,,,
2833,21/12/21 02:07:44  AM,12.39,5.78,,,,,
2834,21/12/21 02:22:44  AM,12.32,5.90,,,,,
2835,21/12/21 02:37:44  AM,12.37,5.82,,,,,
2836,21/12/21 02:52:44  AM,12.30,5.92,,,,,
2837,21/12/21 03:07:44  AM,12.30,5.96,,,,,
2838,21/12/21 03:22:44  AM,12.30,5.98,,,,,
2839,21/12/21 03:37:44  AM,12.29,5.96,,,,,
2840,21/12/21 03:52:44  AM,12.29,6.00,,,,,
2841,21/12/21 04:07:44  AM,12.29,6.00,,,,,
2842,21/12/21 04:22:44  AM,12.29,5.98,,,,,
2843,21/12/21 04:37:44  AM,12.28,6.04,,,,,
2844,21/12/21 04:52:44  AM,12.25,6.02,,,,,
2845,21/12/21 05:07:44  AM,12.28,5.98,,,,,
2846,21/12/21 05:22:44  AM,12.26,6.02,,,,,
2847,21/12/21 05:37:44  AM,12.28,5.98,,,,,
2848,21/12/21 05:52:44  AM,12.28,5.98,,,,,
2849,21/12/21 06:07:44  AM,12.26,6.00,,,,,
2850,21/12/21 06:22:44  AM,12.26,5.98,,,,,
2851,21/12/21 06:37:44  AM,12.28,5.94,,,,,
2852,21/12/21 06:52:44  AM,12.30,5.88,,,,,
2853,21/12/21 07:07:44  AM,12.29,5.90,,,,,
2854,21/12/21 07:22:44  AM,12.26,6.00,,,,,
2855,21/12/21 07:37:44  AM,12.24,6.02,,,,,
2856,21/12/21 07:52:44  AM,12.25,6.00,,,,,
2857,21/12/21 08:07:44  AM,12.22,6.08,,,,,
2858,21/12/21 08:22:44  AM,12.21,6.08,,,,,
2859,21/12/21 08:37:44  AM,12.20,6.10,,,,,
2860,21/12/21 08:52:44  AM,12.19,6.14,,,,,
2861,21/12/21 09:07:44  AM,12.20,6.10,,,,,
2862,21/12/21 09:22:44  AM,12.20,6.14,,,,,
2863,21/12/21 09:37:44  AM,12.18,6.20,,,,,
2864,21/12/21 09:52:44  AM,12.18,6.20,,,,,
2865,21/12/21 10:07:44  AM,12.18,6.26,,,,,
2866,21/12/21 10:22:44  AM,12.15,6.30,,,,,
2867,21/12/21 10:37:44  AM,12.14,6.30,,,,,
2868,21/12/21 10:52:44  AM,12.15,6.30,,,,,
2869,21/12/21 11:07:44  AM,12.20,6.26,,,,,
2870,21/12/21 11:22:44  AM,12.13,6.38,,,,,
2871,21/12/21 11:37:44  AM,12.13,6.38,,,,,
2872,21/12/21 11:52:44  AM,12.11,6.38,,,,,
2873,21/12/21 12:07:44  PM,12.11,6.40,,,,,
2874,21/12/21 12:22:44  PM,12.11,6.42,,,,,
2875,21/12/21 12:37:44  PM,12.10,6.42,,,,,
2876,21/12/21 12:52:44  PM,12.11,6.40,,,,,
2877,21/12/21 01:07:44  PM,12.11,6.40,,,,,
2878,21/12/21 01:22:44  PM,12.11,6.40,,,,,
2879,21/12/21 01:37:44  PM,12.12,6.42,,,,,
2880,21/12/21 01:52:44  PM,12.11,6.38,,,,,
2881,21/12/21 02:07:44  PM,12.15,6.36,,,,,
2882,21/12/21 02:22:44  PM,12.11,6.40,,,,,
2883,21/12/21 02:37:44  PM,12.13,6.40,,,,,
2884,21/12/21 02:52:44  PM,12.10,6.40,,,,,
2885,21/12/21 03:07:44  PM,12.13,6.40,,,,,
2886,21/12/21 03:22:44  PM,12.13,6.40,,,,,
2887,21/12/21 03:37:44  PM,12.14,6.40,,,,,
2888,21/12/21 03:52:44  PM,12.08,6.40,,,,,
2889,21/12/21 04:07:44  PM,12.10,6.42,,,,,
2890,21/12/21 04:22:44  PM,12.05,6.44,,,,,
2891,21/12/21 04:37:44  PM,11.93,6.52,,,,,
2892,21/12/21 04:52:44  PM,11.95,6.50,,,,,
2893,21/12/21 05:07:44  PM,12.01,6.48,,,,,
2894,21/12/21 05:22:44  PM,11.98,6.46,,,,,
2895,21/12/21 05:37:44  PM,11.89,6.52,,,,,
2896,21/12/21 05:52:44  PM,11.96,6.50,,,,,
2897,21/12/21 06:07:44  PM,11.98,6.52,,,,,
2898,21/12/21 06:22:44  PM,11.94,6.54,,,,,
2899,21/12/21 06:37:44  PM,11.94,6.56,,,,,
2900,21/12/21 06:52:44  PM,11.97,6.54,,,,,
2901,21/12/21 07:07:44  PM,11.94,6.56,,,,,
2902,21/12/21 07:22:44  PM,12.00,6.54,,,,,
2903,21/12/21 07:37:44  PM,12.12,6.50,,,,,
2904,21/12/21 07:52:44  PM,12.17,6.44,,,,,
2905,21/12/21 08:07:44  PM,12.10,6.46,,,,,
2906,21/12/21 08:22:44  PM,12.10,6.42,,,,,
2907,21/12/21 08:37:44  PM,12.12,6.42,,,,,
2908,21/12/21 08:52:44  PM,12.05,6.42,,,,,
2909,21/12/21 09:07:44  PM,12.01,6.46,,,,,
2910,21/12/21 09:22:44  PM,11.98,6.48,,,,,
2911,21/12/21 09:37:44  PM,12.07,6.44,,,,,
2912,21/12/21 09:52:44  PM,12.10,6.44,,,,,
2913,21/12/21 10:07:44  PM,12.20,6.44,,,,,
2914,21/12/21 10:22:44  PM,12.19,6.44,,,,,
2915,21/12/21 10:37:44  PM,12.20,6.46,,,,,
2916,21/12/21 10:52:44  PM,12.20,6.44,,,,,
2917,21/12/21 11:07:44  PM,12.19,6.42,,,,,
2918,21/12/21 11:22:44  PM,12.18,6.38,,,,,
2919,21/12/21 11:37:44  PM,12.18,6.34,,,,,
2920,21/12/21 11:52:44  PM,12.20,6.30,,,,,
2921,21/12/22 12:07:44  AM,12.22,6.28,,,,,
2922,21/12/22 12:22:44  AM,12.22,6.28,,,,,
2923,21/12/22 12:37:44  AM,12.21,6.34,,,,,
2924,21/12/22 12:52:44  AM,12.20,6.34,,,,,
2925,21/12/22 01:07:44  AM,12.21,6.36,,,,,
2926,21/12/22 01:22:44  AM,12.20,6.36,,,,,
2927,21/12/22 01:37:44  AM,12.21,6.36,,,,,
2928,21/12/22 01:52:44  AM,12.20,6.38,,,,,
2929,21/12/22 02:07:44  AM,12.20,6.40,,,,,
2930,21/12/22 02:22:44  AM,12.19,6.40,,,,,
2931,21/12/22 02:37:44  AM,12.18,6.40,,,,,
2932,21/12/22 02:52:44  AM,12.19,6.38,,,,,
2933,21/12/22 03:07:44  AM,12.19,6.36,,,,,
2934,21/12/22 03:22:44  AM,12.20,6.36,,,,,
2935,21/12/22 03:37:44  AM,12.19,6.38,,,,,
2936,21/12/22 03:52:44  AM,12.18,6.44,,,,,
2937,21/12/22 04:07:44  AM,12.19,6.46,,,,,
2938,21/12/22 04:22:44  AM,12.18,6.50,,,,,
2939,21/12/22 04:37:44  AM,12.18,6.50,,,,,
2940,21/12/22 04:52:44  AM,12.18,6.48,,,,,
2941,21/12/22 05:07:44  AM,12.17,6.46,,,,,
2942,21/12/22 05:22:44  AM,12.20,6.48,,,,,
2943,21/12/22 05:37:44  AM,12.16,6.48,,,,,
2944,21/12/22 05:52:44  AM,12.18,6.44,,,,,
2945,21/12/22 06:07:44  AM,12.19,6.38,,,,,
2946,21/12/22 06:22:44  AM,12.18,6.36,,,,,
2947,21/12/22 06:37:44  AM,12.20,6.36,,,,,
2948,21/12/22 06:52:44  AM,12.21,6.34,,,,,
2949,21/12/22 07:07:44  AM,12.21,6.34,,,,,
2950,21/12/22 07:22:44  AM,12.19,6.34,,,,,
2951,21/12/22 07:37:44  AM,12.21,6.32,,,,,
2952,21/12/22 07:52:44  AM,12.21,6.30,,,,,
2953,21/12/22 08:07:44  AM,12.21,6.30,,,,,
2954,21/12/22 08:22:44  AM,12.21,6.28,,,,,
2955,21/12/22 08:37:44  AM,12.20,6.30,,,,,
2956,21/12/22 08:52:44  AM,12.21,6.30,,,,,
2957,21/12/22 09:07:44  AM,12.21,6.30,,,,,
2958,21/12/22 09:22:44  AM,12.22,6.28,,,,,
2959,21/12/22 09:37:44  AM,12.21,6.28,,,,,
2960,21/12/22 09:52:44  AM,12.21,6.28,,,,,
2961,21/12/22 10:07:44  AM,12.22,6.24,,,,,
2962,21/12/22 10:22:44  AM,12.23,6.24,,,,,
2963,21/12/22 10:37:44  AM,12.23,6.24,,,,,
2964,21/12/22 10:52:44  AM,12.23,6.24,,,,,
2965,21/12/22 11:07:44  AM,12.23,6.24,,,,,
2966,21/12/22 11:22:44  AM,12.23,6.24,,,,,
2967,21/12/22 11:37:44  AM,12.24,6.24,,,,,
2968,21/12/22 11:52:44  AM,12.24,6.24,,,,,
2969,21/12/22 12:07:44  PM,12.24,6.24,,,,,
2970,21/12/22 12:22:44  PM,12.23,6.24,,,,,
2971,21/12/22 12:37:44  PM,12.22,6.22,,,,,
2972,21/12/22 12:52:44  PM,12.23,6.22,,,,,
2973,21/12/22 01:07:44  PM,12.21,6.22,,,,,
2974,21/12/22 01:22:44  PM,12.20,6.22,,,,,
2975,21/12/22 01:37:44  PM,12.21,6.22,,,,,
2976,21/12/22 01:52:44  PM,12.20,6.22,,,,,
2977,21/12/22 02:07:44  PM,12.21,6.22,,,,,
2978,21/12/22 02:22:44  PM,12.21,6.22,,,,,
2979,21/12/22 02:37:44  PM,12.21,6.20,,,,,
2980,21/12/22 02:52:44  PM,12.22,6.18,,,,,
2981,21/12/22 03:07:44  PM,12.21,6.18,,,,,
2982,21/12/22 03:22:44  PM,12.16,6.14,,,,,
2983,21/12/22 03:37:44  PM,12.20,6.10,,,,,
2984,21/12/22 03:52:44  PM,12.09,6.28,,,,,
2985,21/12/22 04:07:44  PM,12.06,6.28,,,,,
2986,21/12/22 04:22:44  PM,12.02,6.30,,,,,
2987,21/12/22 04:37:44  PM,12.09,6.24,,,,,
2988,21/12/22 04:52:44  PM,12.11,6.24,,,,,
2989,21/12/22 05:07:44  PM,12.11,6.26,,,,,
2990,21/12/22 05:22:44  PM,12.12,6.26,,,,,
2991,21/12/22 05:37:44  PM,12.13,6.24,,,,,
2992,21/12/22 05:52:44  PM,12.14,6.24,,,,,
2993,21/12/22 06:07:44  PM,12.12,6.26,,,,,
2994,21/12/22 06:22:44  PM,12.12,6.24,,,,,
2995,21/12/22 06:37:44  PM,12.13,6.24,,,,,
2996,21/12/22 06:52:44  PM,12.12,6.24,,,,,
2997,21/12/22 07:07:44  PM,12.13,6.24,,,,,
2998,21/12/22 07:22:44  PM,12.13,6.24,,,,,
2999,21/12/22 07:37:44  PM,12.14,6.24,,,,,
3000,21/12/22 07:52:44  PM,12.14,6.26,,,,,
3001,21/12/22 08:07:44  PM,12.13,6.26,,,,,
3002,21/12/22 08:22:44  PM,12.12,6.26,,,,,
3003,21/12/22 08:37:44  PM,12.12,6.26,,,,,
3004,21/12/22 08:52:44  PM,12.13,6.26,,,,,
3005,21/12/22 09:07:44  PM,12.14,6.26,,,,,
3006,21/12/22 09:22:44  PM,12.15,6.26,,,,,
3007,21/12/22 09:37:44  PM,12.15,6.26,,,,,
3008,21/12/22 09:52:44  PM,12.13,6.26,,,,,
3009,21/12/22 10:07:44  PM,12.18,6.26,,,,,
3010,21/12/22 10:22:44  PM,12.14,6.26,,,,,
3011,21/12/22 10:37:44  PM,12.16,6.24,,,,,
3012,21/12/22 10:52:44  PM,12.18,6.22,,,,,
3013,21/12/22 11:07:44  PM,12.20,6.20,,,,,
3014,21/12/22 11:22:44  PM,12.26,6.18,,,,,
3015,21/12/22 11:37:44  PM,12.22,6.22,,,,,
3016,21/12/22 11:52:44  PM,12.20,6.24,,,,,
3017,21/12/23 12:07:44  AM,12.23,6.26,,,,,
3018,21/12/23 12:22:44  AM,12.22,6.26,,,,,
3019,21/12/23 12:37:44  AM,12.21,6.26,,,,,
3020,21/12/23 12:52:44  AM,12.21,6.26,,,,,
3021,21/12/23 01:07:44  AM,12.20,6.22,,,,,
3022,21/12/23 01:22:44  AM,12.21,6.22,,,,,
3023,21/12/23 01:37:44  AM,12.21,6.22,,,,,
3024,21/12/23 01:52:44  AM,12.20,6.22,,,,,
3025,21/12/23 02:07:44  AM,12.18,6.20,,,,,
3026,21/12/23 02:22:44  AM,12.19,6.22,,,,,
3027,21/12/23 02:37:44  AM,12.19,6.22,,,,,
3028,21/12/23 02:52:44  AM,12.19,6.20,,,,,
3029,21/12/23 03:07:44  AM,12.20,6.18,,,,,
3030,21/12/23 03:22:44  AM,12.19,6.18,,,,,
3031,21/12/23 03:37:44  AM,12.20,6.22,,,,,
3032,21/12/23 03:52:44  AM,12.21,6.22,,,,,
3033,21/12/23 04:07:44  AM,12.23,6.26,,,,,
3034,21/12/23 04:22:44  AM,12.20,6.24,,,,,
3035,21/12/23 04:37:44  AM,12.20,6.24,,,,,
3036,21/12/23 04:52:44  AM,12.20,6.20,,,,,
3037,21/12/23 05:07:44  AM,12.22,6.20,,,,,
3038,21/12/23 05:22:44  AM,12.21,6.16,,,,,
3039,21/12/23 05:37:44  AM,12.24,6.12,,,,,
3040,21/12/23 05:52:44  AM,12.25,6.10,,,,,
3041,21/12/23 06:07:44  AM,12.24,6.12,,,,,
3042,21/12/23 06:22:44  AM,12.25,6.14,,,,,
3043,21/12/23 06:37:44  AM,12.25,6.14,,,,,
3044,21/12/23 06:52:44  AM,12.27,6.12,,,,,
3045,21/12/23 07:07:44  AM,12.26,6.14,,,,,
3046,21/12/23 07:22:44  AM,12.24,6.14,,,,,
3047,21/12/23 07:37:44  AM,12.25,6.14,,,,,
3048,21/12/23 07:52:44  AM,12.24,6.14,,,,,
3049,21/12/23 08:07:44  AM,12.25,6.14,,,,,
3050,21/12/23 08:22:44  AM,12.24,6.16,,,,,
3051,21/12/23 08:37:44  AM,12.25,6.14,,,,,
3052,21/12/23 08:52:44  AM,12.24,6.14,,,,,
3053,21/12/23 09:07:44  AM,12.24,6.14,,,,,
3054,21/12/23 09:22:44  AM,12.25,6.10,,,,,
3055,21/12/23 09:37:44  AM,12.28,6.04,,,,,
3056,21/12/23 09:52:44  AM,12.28,5.98,,,,,
3057,21/12/23 10:07:44  AM,12.31,5.96,,,,,
3058,21/12/23 10:22:44  AM,12.31,5.96,,,,,
3059,21/12/23 10:37:44  AM,12.33,5.94,,,,,
3060,21/12/23 10:52:44  AM,12.32,5.92,,,,,
3061,21/12/23 11:07:44  AM,12.33,5.92,,,,,
3062,21/12/23 11:22:44  AM,12.33,5.92,,,,,
3063,21/12/23 11:37:44  AM,12.33,5.90,,,,,
3064,21/12/23 11:52:44  AM,12.34,5.88,,,,,
3065,21/12/23 12:07:44  PM,12.32,5.90,,,,,
3066,21/12/23 12:22:44  PM,12.32,5.92,,,,,
3067,21/12/23 12:37:44  PM,12.32,5.92,,,,,
3068,21/12/23 12:52:44  PM,12.32,5.92,,,,,
3069,21/12/23 01:07:44  PM,12.34,5.90,,,,,
3070,21/12/23 01:22:44  PM,12.34,5.90,,,,,
3071,21/12/23 01:37:44  PM,12.31,5.92,,,,,
3072,21/12/23 01:52:44  PM,12.31,5.94,,,,,
3073,21/12/23 02:07:44  PM,12.32,5.92,,,,,
3074,21/12/23 02:22:44  PM,12.32,5.94,,,,,
3075,21/12/23 02:37:44  PM,12.31,5.96,,,,,
3076,21/12/23 02:52:44  PM,12.30,5.96,,,,,
3077,21/12/23 03:07:44  PM,12.31,5.96,,,,,
3078,21/12/23 03:22:44  PM,12.29,6.04,,,,,
3079,21/12/23 03:37:44  PM,12.28,6.04,,,,,
3080,21/12/23 03:52:44  PM,12.29,6.06,,,,,
3081,21/12/23 04:07:44  PM,12.30,6.04,,,,,
3082,21/12/23 04:22:44  PM,12.30,6.04,,,,,
3083,21/12/23 04:37:44  PM,12.32,6.08,,,,,
3084,21/12/23 04:52:44  PM,12.30,6.06,,,,,
3085,21/12/23 05:07:44  PM,12.32,6.04,,,,,
3086,21/12/23 05:22:44  PM,12.30,6.06,,,,,
3087,21/12/23 05:37:44  PM,12.28,6.12,,,,,
3088,21/12/23 05:52:44  PM,12.29,6.12,,,,,
3089,21/12/23 06:07:44  PM,12.29,6.12,,,,,
3090,21/12/23 06:22:44  PM,12.32,6.10,,,,,
3091,21/12/23 06:37:44  PM,12.29,6.12,,,,,
3092,21/12/23 06:52:44  PM,12.30,6.14,,,,,
3093,21/12/23 07:07:44  PM,12.29,6.14,,,,,
3094,21/12/23 07:22:44  PM,12.30,6.14,,,,,
3095,21/12/23 07:37:44  PM,12.28,6.16,,,,,
3096,21/12/23 07:52:44  PM,12.28,6.14,,,,,
3097,21/12/23 08:07:44  PM,12.30,6.10,,,,,
3098,21/12/23 08:22:44  PM,12.28,6.14,,,,,
3099,21/12/23 08:37:44  PM,12.31,6.12,,,,,
3100,21/12/23 08:52:44  PM,12.32,6.08,,,,,
3101,21/12/23 09:07:44  PM,12.35,6.04,,,,,
3102,21/12/23 09:22:44  PM,12.34,6.02,,,,,
3103,21/12/23 09:37:44  PM,12.36,6.02,,,,,
3104,21/12/23 09:52:44  PM,12.31,6.10,,,,,
3105,21/12/23 10:07:44  PM,12.30,6.14,,,,,
3106,21/12/23 10:22:44  PM,12.31,6.14,,,,,
3107,21/12/23 10:37:44  PM,12.29,6.12,,,,,
3108,21/12/23 10:52:44  PM,12.30,6.12,,,,,
3109,21/12/23 11:07:44  PM,12.29,6.14,,,,,
3110,21/12/23 11:22:44  PM,12.30,6.14,,,,,
3111,21/12/23 11:37:44  PM,12.27,6.18,,,,,
3112,21/12/23 11:52:44  PM,12.30,6.14,,,,,
3113,21/12/24 12:07:44  AM,12.28,6.12,,,,,
3114,21/12/24 12:22:44  AM,12.28,6.14,,,,,
3115,21/12/24 12:37:44  AM,12.27,6.16,,,,,
3116,21/12/24 12:52:44  AM,12.28,6.16,,,,,
3117,21/12/24 01:07:44  AM,12.29,6.18,,,,,
3118,21/12/24 01:22:44  AM,12.25,6.20,,,,,
3119,21/12/24 01:37:44  AM,12.27,6.16,,,,,
3120,21/12/24 01:52:44  AM,12.28,6.14,,,,,
3121,21/12/24 02:07:44  AM,12.28,6.12,,,,,
3122,21/12/24 02:22:44  AM,12.30,6.12,,,,,
3123,21/12/24 02:37:44  AM,12.29,6.12,,,,,
3124,21/12/24 02:52:44  AM,12.29,6.12,,,,,
3125,21/12/24 03:07:44  AM,12.28,6.12,,,,,
3126,21/12/24 03:22:44  AM,12.29,6.10,,,,,
3127,21/12/24 03:37:44  AM,12.29,6.08,,,,,
3128,21/12/24 03:52:44  AM,12.29,6.08,,,,,
3129,21/12/24 04:07:44  AM,12.29,6.10,,,,,
3130,21/12/24 04:22:44  AM,12.29,6.10,,,,,
3131,21/12/24 04:37:44  AM,12.28,6.10,,,,,
3132,21/12/24 04:52:44  AM,12.29,6.10,,,,,
3133,21/12/24 05:07:44  AM,12.28,6.12,,,,,
3134,21/12/24 05:22:44  AM,12.29,6.10,,,,,
3135,21/12/24 05:37:44  AM,12.28,6.12,,,,,
3136,21/12/24 05:52:44  AM,12.28,6.10,,,,,
3137,21/12/24 06:07:44  AM,12.29,6.12,,,,,
3138,21/12/24 06:22:44  AM,12.27,6.12,,,,,
3139,21/12/24 06:37:44  AM,12.29,6.12,,,,,
3140,21/12/24 06:52:44  AM,12.28,6.12,,,,,
3141,21/12/24 07:07:44  AM,12.28,6.10,,,,,
3142,21/12/24 07:22:44  AM,12.29,6.10,,,,,
3143,21/12/24 07:37:44  AM,12.29,6.10,,,,,
3144,21/12/24 07:52:44  AM,12.29,6.10,,,,,
3145,21/12/24 08:07:44  AM,12.27,6.08,,,,,
3146,21/12/24 08:22:44  AM,12.28,6.08,,,,,
3147,21/12/24 08:37:44  AM,12.28,6.10,,,,,
3148,21/12/24 08:52:44  AM,12.28,6.10,,,,,
3149,21/12/24 09:07:44  AM,12.29,6.10,,,,,
3150,21/12/24 09:22:44  AM,12.26,6.08,,,,,
3151,21/12/24 09:37:44  AM,12.28,6.08,,,,,
3152,21/12/24 09:52:44  AM,12.28,6.08,,,,,
3153,21/12/24 10:07:44  AM,12.28,6.08,,,,,
3154,21/12/24 10:22:44  AM,12.28,6.06,,,,,
3155,21/12/24 10:37:44  AM,12.29,6.06,,,,,
3156,21/12/24 10:52:44  AM,12.29,6.06,,,,,
3157,21/12/24 11:07:44  AM,12.30,6.06,,,,,
3158,21/12/24 11:22:44  AM,12.29,6.08,,,,,
3159,21/12/24 11:37:44  AM,12.30,6.06,,,,,
3160,21/12/24 11:52:44  AM,12.30,6.04,,,,,
3161,21/12/24 12:07:44  PM,12.30,6.02,,,,,
3162,21/12/24 12:22:44  PM,12.32,6.04,,,,,
3163,21/12/24 12:37:44  PM,12.32,6.08,,,,,
3164,21/12/24 12:52:44  PM,12.33,6.08,,,,,
3165,21/12/24 01:07:44  PM,12.31,6.08,,,,,
3166,21/12/24 01:22:44  PM,12.33,6.04,,,,,
3167,21/12/24 01:37:44  PM,12.34,6.02,,,,,
3168,21/12/24 01:52:44  PM,12.35,6.00,,,,,
3169,21/12/24 02:07:44  PM,12.37,5.98,,,,,
3170,21/12/24 02:22:44  PM,12.35,6.00,,,,,
3171,21/12/24 02:37:44  PM,12.39,5.96,,,,,
3172,21/12/24 02:52:44  PM,12.39,5.96,,,,,
3173,21/12/24 03:07:44  PM,12.39,5.94,,,,,
3174,21/12/24 03:22:44  PM,12.38,5.94,,,,,
3175,21/12/24 03:37:44  PM,12.38,5.94,,,,,
3176,21/12/24 03:52:44  PM,12.39,5.94,,,,,
3177,21/12/24 04:07:44  PM,12.39,5.96,,,,,
3178,21/12/24 04:22:44  PM,12.39,5.98,,,,,
3179,21/12/24 04:37:44  PM,12.39,5.98,,,,,
3180,21/12/24 04:52:44  PM,12.39,5.96,,,,,
3181,21/12/24 05:07:44  PM,12.40,5.94,,,,,
3182,21/12/24 05:22:44  PM,12.42,5.92,,,,,
3183,21/12/24 05:37:44  PM,12.41,5.94,,,,,
3184,21/12/24 05:52:44  PM,12.41,5.92,,,,,
3185,21/12/24 06:07:44  PM,12.42,5.92,,,,,
3186,21/12/24 06:22:44  PM,12.42,5.90,,,,,
3187,21/12/24 06:37:44  PM,12.43,5.90,,,,,
3188,21/12/24 06:52:44  PM,12.43,5.88,,,,,
3189,21/12/24 07:07:44  PM,12.44,5.88,,,,,
3190,21/12/24 07:22:44  PM,12.44,5.86,,,,,
3191,21/12/24 07:37:44  PM,12.45,5.86,,,,,
3192,21/12/24 07:52:44  PM,12.43,5.88,,,,,
3193,21/12/24 08:07:44  PM,12.43,5.90,,,,,
3194,21/12/24 08:22:44  PM,12.43,5.88,,,,,
3195,21/12/24 08:37:44  PM,12.44,5.86,,,,,
3196,21/12/24 08:52:44  PM,12.43,5.86,,,,,
3197,21/12/24 09:07:44  PM,12.44,5.86,,,,,
3198,21/12/24 09:22:44  PM,12.43,5.86,,,,,
3199,21/12/24 09:37:44  PM,12.43,5.86,,,,,
3200,21/12/24 09:52:44  PM,12.44,5.86,,,,,
3201,21/12/24 10:07:44  PM,12.44,5.86,,,,,
3202,21/12/24 10:22:44  PM,12.44,5.84,,,,,
